label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
3	-322 m^2	-0.6605	Vani	Applied Mathematics, Bioengineering, Games and Playable Media	0.5572	328	-234	boxing	-672	27
4	1659 m^2	0.0601	Andrew	Computer Science	1.079	2151	-604	golf	85	1188
2	907 m^2	0.7675	Reilly	Data Science	0.5301	-712	1179	tennis	-120	756
2	2267 m^2	0.0875	Reilly	Electrical Engineering	-1.2522	-513	-518	soccer	41	524
0	98 m^2	0.8268	Inan	Computer Engineering	0.5779	1181	-6	badminton	308	6
2	2741 m^2	1.801	Fabrice	Computational Media, Data Science	1.0094	-22	-255	soccer	1758	344
2	1195 m^2	1.2567	rEILLY	Data Science	0.0991	-623	N/A	tennis	234	-664
1	1006 m^2	0.3734	Vani	Statistics	0.2481	216	371	football	222	1255
2	725 m^2	0.4436	rEILLY	Technology and Information Management	-0.6763	1757	N/A	soccer	1822	656
1	400 m^2	0.3236	Vani	Statistics	0.1384	1653	133	football	317	-661
4	884 m^2	0.5423	Andrew	Computer Science	-0.0512	687	431	baseball	1398	282
0	925 m^2	0.798	Inan	Electrical Engineering, Computer Engineering, Biotechnology	1.3321	1416	1460	running	-551	595
2	1486 m^2	1.4805	Reilly	Technology and Information Management	0.6995	-1291	524	tennis	1594	-288
0	1655 m^2	-0.7944	Inan	Biotechnology, Computer Engineering, Bioinformatics	0.8078	2643	949	track & field	1503	58
3	3177 m^2	-0.9049	Sam	Human Computer Interaction	0.0573	637	1106	motor sports	1320	959
0	1347 m^2	0.4573	Fabrice	BIOINFORMATICS, BIOTECHNOLOGY, ELECTRICAL ENGINEERING	1.6716	-843	-62	track & field	-279	-1039
1	1776 m^2	1.2772	Vani	Computer Game Design	1.8273	2322	255	football	83	859
4	986 m^2	0.4856	Andrew	Robotics Engineering	0.5261	738	-232	baseball	1733	-935
3	1292 m^2	-0.275	Sam	Computational Media	-0.0849	410	-1179	boxing	1510	1852
1	3037 m^2	1.8744	Eriq	Computer Game Design	-0.5121	-375	1384	football	436	885
0	355 m^2	1.8421	Fabrice	Biotechnology, Computer Engineering, Electrical Engineering	0.1785	1386	557	running	-358	1465
1	439 m^2	1.0912	Vani	Computer Game Design	-0.2927	-597	1097	football	-184	222
4	-352 m^2	0.1315	Reilly	Computer Science	1.3273	2408	1408	baseball	1083	1195
3	244 m^2	0.5446	Lise	Bioengineering, Natural Language Processing	1.5101	578	438	volleyball	-280	-61
0	292 m^2	0.8009	Fabrice	Electrical Engineering	1.2212	624	260	running	348	256
1	2485 m^2	1.7327	Vani	Statistics	-0.6905	-541	-459	football	1279	915
1	724 m^2	-0.0862	Vani	Human Computer Interaction, Natural Language Processing, Applied Mathematics	-0.0478	505	410	football	230	1022
1	-157 m^2	0.6865	Eriq	Computer Game Design	0.8349	198	1002	football	66	-1354
3	-1430 m^2	0.0943	Lise	Applied Mathematics	-0.5875	1315	-1535	motor sports	1072	-20
1	847 m^2	1.8012	Vani	Computer Game Design	-0.2451	-692	710	football	-1635	1017
3	-1026 m^2	2.1138	Sam	Statistics	0.69	332	11	volleyball	1110	1416
3	-1009 m^2	-0.7331	Sam	Bioengineering	-0.1428	782	1308	ice hockey	818	468
0	-33 m^2	0.7438	Fabrice	Computer Engineering	1.6239	1296	1472	track & field	737	1775
0	-1020 m^2	1.0991	Inan	Computer Engineering, Biotechnology, Electrical Engineering	1.6944	379	-649	running	17	205
2	616 m^2	1.1014	Reilly	Data Science, Computational Media	0.9618	-217	-310	soccer	440	562
1	2189 m^2	0.9517	Vani	Statistics	-0.9018	933	-208	football	927	653
1	-244 m^2	0.912	Tony	Computer Game Design	0.3227	-685	1930	football	700	-518
4	1353 m^2	0.2646	Chris	Data Science	1.0916	1433	1770	golf	926	432
0	1491 m^2	-0.2897	Inan	Human Computer Interaction, Natural Language Processing, Applied Mathematics	1.5628	48	-1163	track & field	-170	1131
1	1121 m^2	1.2387	Eriq	Computer Game Design	-0.2607	1315	-527	None	153	-1917
0	-97 m^2	0.4624	Inan	Computer Engineering, Electrical Engineering	1.8718	2292	993	track & field	342	-698
2	1845 m^2	0.0329	Reilly	Data Science	-1.7942	-1051	2031	soccer	1151	-160
1	-157 m^2	-0.1297	Vani	Computer Science	-1.2482	1169	834	football	-72	-383
4	1194 m^2	0.6829	Chris	Computer Science	1.2315	1548	-505	baseball	289	39
0	971 m^2	-0.3629	Fabrice	Computer Engineering	0.7417	-642	920	track & field	746	1767
3	1160 m^2	-0.4463	Lise	Computer Game Design	1.2463	1102	444	volleyball	1228	-1190
0	994 m^2	0.9705	Fabrice	Biotechnology	2.0218	239	-129	track & field	1889	-638
3	297 m^2	-1.4531	Lise	Applied Mathematics, Games and Playable Media, Human Computer Interaction	-0.2384	-175	337	badminton	487	452
3	-546 m^2	0.6621	Lise	Natural Language Processing, Games and Playable Media	1.1041	-211	-456	ice hockey	1890	-204
1	481 m^2	0.5589	Eriq	Computer Game Design	1.269	771	313	football	1185	-626
4	284 m^2	0.5368	Andrew	Robotics Engineering	2.7326	827	-514	baseball	-55	-120
3	-705 m^2	0.6372	Sam	Applied Mathematics	1.3985	1229	-505	soccer	1679	891
3	1092 m^2	0.3097	Fabrice	Natural Language Processing, Human Computer Interaction, Applied Mathematics	0.2237	1024	-795	football	1259	1575
1	921 m^2	0.4215	vani	sTATISTICS	N/A	-378	862	football	-234	226
4	54 m^2	0.0911	Michael	Robotics Engineering	-0.4808	481	-163	golf	156	-564
0	1095 m^2	1.6532	Inan	Biotechnology, Computer Engineering, Electrical Engineering	0.9615	1564	656	running	620	23
2	163 m^2	0.6591	Reilly	Technology and Information Management	1.2575	-73	803	soccer	874	582
0	-142 m^2	0.2665	Lise	Technology and Information Management	0.981	n/a	-286	track & field	-11	2618
4	694 m^2	0.8617	Andrew	Robotics Engineering	0.0814	1191	-957	golf	977	203
0	180 m^2	0.672	Fabrice	Biotechnology, Bioinformatics, Electrical Engineering	-1.6615	717	580	running	1408	1157
1	73 m^2	0.9886	Vani	Statistics	0.8584	76	715	football	0	1487
1	979 m^2	0.6456	Vani	Computer Game Design	2.4962	861	-25	football	-356	71
0	463 m^2	0.6587	Fabrice	Electrical Engineering	3.6586	1072	786	running	206	-123
3	1346 m^2	1.8178	Tony	Statistics	1.9482	800	1586	basketball	1521	1810
3	286 m^2	1.0242	Sam	Games and Playable Media	-0.0237	-406	331	basketball	804	1375
1	757 m^2	0.2503	Tony	Statistics	1.2685	-224	1986	football	1145	584
1	1583 m^2	0.3981	Vani	Statistics	0.8442	121	941	football	1446	-433
3	411 m^2	-0.2569	Sam	Natural Language Processing, Games and Playable Media, Bioengineering	0.7046	645	-144	badminton	211	696
2	1023 m^2	0.2216	Reilly	Technology and Information Management	0.2991	-349	1709	tennis	2012	1288
0	2285 m^2	0.9393	Fabrice	Electrical Engineering	1.2571	792	1509	track & field	-223	850
1	1318 m^2	1.3744	Tony	Computer Game Design	0.8826	-45	2271	football	38	1440
3	271 m^2	0.1778	Sam	Natural Language Processing, Applied Mathematics, Human Computer Interaction, Bioengineering	0.4971	-634	-258	basketball	365	974
3	-236 m^2	1.2807	Lise	Human Computer Interaction, Applied Mathematics, Games and Playable Media, Bioengineering	2.4727	2217	322	boxing	549	2
1	1149 m^2	1.0597	Tony	Statistics	0.7876	303	883	football	1059	1210
0	-1330 m^2	0.3034	Inan	COMPUTER ENGINEERING	1.0074	210	230	running	-520	2117
3	1047 m^2	0.827	Sam	Bioengineering, Games and Playable Media, Applied Mathematics, Human Computer Interaction	0.1421	-586	526	boxing	-178	1299
2	-833 m^2	1.3208	Michael	Electrical Engineering, Biotechnology	1.3583	-760	1573	tennis	897	-130
4	1585 m^2	1.1747	Michael	Data Science, Technology and Information Management	0.5405	420	542	baseball	674	-161
3	-1371 m^2	-0.6948	sAM	Human Computer Interaction, Applied Mathematics, Bioengineering, Natural Language Processing	0.2212	628	585	ice hockey	1536	1034
3	413 m^2		Lise	Natural Language Processing, Applied Mathematics, Human Computer Interaction, Games and Playable Media	1.377	1520	430	TENNIS	1778	901
2	719 m^2	0.5179	REILLY	Technology and Information Management	1.5186	575	1330	soccer	1306	-106
4	1300 m^2	n/a	Michael	Robotics Engineering	-0.2198	1421	-80	golf	794	-59
2	973 m^2	0.8608	Reilly	Robotics Engineering	-0.3133	72	333	tennis	246	936
3	1310 m^2	0.4349	Lise	Data Science	0.9365	-581	1005	boxing	1222	-349
3	-595 m^2	-0.8531	Sam	Applied Mathematics, Natural Language Processing	1.2856	-285	430	motor sports	780	1331
4	1157 m^2	0.4056	Michael	Computer Science	0.3066	1596	1169	golf	2540	1288
2	904 m^2	0.207	Reilly	Electrical Engineering	0.1185	1864	1490	soccer	1009	849
2	323 m^2	0.2614	Reilly	Natural Language Processing, Applied Mathematics	1.805	-590	2184	tennis	888	643
3	-1147 m^2	-0.384	Lise	Applied Mathematics, Bioengineering	-0.0491	1398	-111	badminton	422	1398
2	n/a	0.2611	Reilly	Computational Media, Technology and Information Management	0.6606	-508	-115	baseball	629	5
2	1077 m^2	0.1823	Reilly	Computational Media, Data Science	-0.9084	-1867	776	soccer	1784	100
1	342 m^2	-0.0773	Tony	Statistics	-1.2162	-684	970	football	-887	-17
0	-271 m^2	0.3508	Inan	Electrical Engineering, Computer Engineering, Bioinformatics	0.8168	-796	369	running	-217	772
4	2189 m^2	-0.0862	Andrew	Human Computer Interaction, Natural Language Processing, Games and Playable Media, Applied Mathematics	0.7712	1155	1200	golf	1724	-22
0	-380 m^2	-0.1788	Inan	Bioinformatics	0.8801	175	849	track & field	-263	2036
3	1296 m^2	0.196	Sam	Games and Playable Media, Natural Language Processing	1.7259	1674	112	boxing	-1575	-784
1	889 m^2	0.3336	vANI	Computer Game Design	0.0087	1191	-129	football	-436	-135
1	1053 m^2	1.3245	Eriq	Computer Game Design	-0.4021	-335	1715	football	-460	-318
4	61 m^2	0.1138	Chris	Robotics Engineering	0.3531	353	-581	baseball	-65	-424
4	2032 m^2	1.2276	Andrew	Robotics Engineering	0.4531	1326	-369	baseball	1170	1035
1	1229 m^2	1.615	Tony	Computer Game Design	-0.4278	-298	1794	Football	608	-186
0	1017 m^2	0.2478	Inan	Biotechnology, Computer Engineering, Electrical Engineering	2.055	-736	None	running	n/a	716
0	404 m^2	-0.7471	Fabrice	Biotechnology, Bioinformatics, Computer Engineering	1.0461	838	912	track & field	1499	1556
0	1791 m^2	-0.8625	Fabrice	Biotechnology	0.8748	50	-1261	track & field	917	2209
0	1781 m^2	-0.1768	Fabrice	Electrical Engineering, Computer Engineering	1.5413	793	-274	running	-206	1170
2	210 m^2	-0.6422	Reilly	Technology and Information Management, Computational Media	0.9239	1877	1485	tennis	828	8
0	682 m^2	1.9091	Inan	Bioinformatics, Computer Engineering	1.1595	2131		running	909	-271
2	853 m^2	-0.1934	Reilly	Technology and Information Management, Computational Media	-0.6096	346	44	tennis	1443	479
1	258 m^2	1.6697	Vani	Statistics	0.0296	536	1269	football	1383	219
0	68 m^2	2.3862	Fabrice	Computer Engineering, Bioinformatics, Biotechnology	0.4483	431	261	running	362	1050
2	857 m^2	0.3569	Reilly	Technology and Information Management, Computational Media	0.2978	106	885	tennis	1564	362
2	-336 m^2	0.1124	Reilly	Data Science	0.9702	131	860	soccer	1720	1097
2	N/A	0.104	Reilly	Data Science, Technology and Information Management	0.336	1329	1086	tennis	1004	-461
3	671 m^2	-0.1812	Lise	Games and Playable Media, Applied Mathematics	1.6829	716	-708	volleyball	1914	799
3	-1532 m^2	0.6176	Sam	Bioengineering, Applied Mathematics, Human Computer Interaction, Natural Language Processing	2.2006	1653	-198	motor sports	1937	882
0	1485 m^2	0.1022	Inan	Biotechnology, Bioinformatics	0.2774	417	-9	track & field	298	-409
3	-391 m^2	0.4504	Sam	Bioengineering	0.6956	113	578	motor sports	748	19
1	387 m^2	1.2404	Vani	Computer Game Design	0.2202	1119	372	football	239	n/a
2	-80 m^2	1.0422	Reilly	tECHNOLOGY AND iNFORMATION mANAGEMENT, dATA sCIENCE	-0.5123	347	530	soccer	1449	-179
1	392 m^2	0.7967	Eriq	Data Science, Computational Media	0.2379	-844	1784	football	505	169
3	1108 m^2	0.3696	Sam	Bioengineering, Applied Mathematics	3.3296	743	994	badminton	810	7
1	-402 m^2	0.8364	Vani	Statistics	2.0	-1046	881	football	-1847	-173
2	2265 m^2	1.4858	Reilly	Computational Media, Technology and Information Management	0.0454	n/a	828	tennis	288	720
2	1215 m^2	-0.5926	Tony	Technology and Information Management, Computational Media	-0.0061	766	297	tennis	1972	-461
4	1531 m^2	-0.1613	Andrew	Robotics Engineering	0.1071	-1182	1027	BASEBALL	1213	-538
0	-936 m^2	-0.7047	Fabrice	Computer Science	1.2686	-204	-114	running	-1160	914
1	1003 m^2	0.2365	Eriq	Statistics	0.2167	1037	-715	football	-146	170
1	2342 m^2	0.3393	Tony	Biotechnology	0.4611	-963	1632	football	299	1069
2	943 m^2	-0.5868	Reilly	Data Science	0.0699	255	1510	football	384	751
1	-132 m^2	1.2061	Tony	Computer Game Design	0.6644	-141	731	football	1616	1344
3	-360 m^2	-0.2916	Lise	Applied Mathematics	1.7544	525	1186	badminton	441	1444
2	2235 m^2	-0.4055	Reilly	Data Science, Technology and Information Management	-0.2271	530	529	soccer	2137	257
3	-700 m^2	-0.7341	Reilly	Human Computer Interaction, Games and Playable Media, Natural Language Processing	0.0366	348	-176	volleyball	1052	419
0	-801 m^2	0.4245	Inan	Biotechnology, Computer Engineering, Electrical Engineering	0.3503	11	722	running	528	118
2	827 m^2	-0.6193	Reilly	Data Science	-0.8961	-347	851	Tennis	736	887
3	1062 m^2	0.3418	SAM	Statistics	1.6079	539	-124	football	-427	548
1	1306 m^2	0.1419	tony	Statistics	-0.0035	189	72	football	-1249	472
0	927 m^2	0.6398	Inan	Technology and Information Management, Data Science	2.0971	1126	704	running	421	-519
3	519 m^2	0.312	Sam	Bioengineering, Games and Playable Media, Human Computer Interaction	-0.9354	191	876	volleyball	481	1357
4	703 m^2	0.4154	Andrew	Computer Science	1.0278	735	737	baseball	342	1869
2	1330 m^2	1.3534	Reilly	Computer Science	0.5581	-904	-54	SOCCER		580
3	-499 m^2	1.0711	Sam	Natural Language Processing, Bioengineering, Human Computer Interaction, Applied Mathematics	3.2664	1672	334	motor sports	1449	740
2	-158 m^2	1.3121	Reilly	Applied Mathematics, Natural Language Processing	1.7301	-152	990	soccer	1513	741
0	2143 m^2	1.4387	Fabrice	Electrical Engineering, Computer Engineering, Bioinformatics	2.5302	1924	-510	running	216	-347
4	991 m^2	1.561	Michael	Robotics Engineering	1.2487	1643	1096	baseball	178	1575
4	625 m^2	0.4642	Andrew	Computer Science	0.5388	-904	392	baseball	609	951
0	51 m^2	2.4957	Fabrice	Bioinformatics, Computer Engineering	0.6018	2028	609	running	-886	172
3	-178 m^2	1.139	Sam	Bioengineering	1.7375	1418	58	ice hockey	702	689
3	-281 m^2	1.686	Sam	Applied Mathematics	0.9105	-83	807	basketball	913	960
1	-488 m^2	-0.1006	Vani	Statistics	-0.6237	-343	1153	football	-1269	539
0	1583 m^2	-0.5723	Fabrice	Electrical Engineering, Bioinformatics, Biotechnology	-0.1085	1182	280	soccer	137	1460
0	1243 m^2	1.0838	Inan	Electrical Engineering	1.0036	874	1471	running	116	512
2	2732 m^2	1.2869	Reilly	Natural Language Processing	-0.3717	-42	1734	tennis	2947	-111
0	1255 m^2	0.8296	Inan	Computer Game Design	1.5131	758	313	running	-24	1244
2	91 m^2	-1.2773	Reilly	Data Science	-0.3851	705	178	soccer	951	1493
0	1654 m^2	-0.506	Inan	Biotechnology, Electrical Engineering	1.2074	363	1079	track & field	n/a	1334
0	1242 m^2	0.5535	Inan	Biotechnology, Computer Engineering, Bioinformatics	0.8591	64	-432	track & field	304	1197
0	2056 m^2	-0.2501	Inan	Biotechnology, Electrical Engineering	-0.0789	1422	1150	track & field	576	400
4	1021 m^2	0.9032	Andrew	Robotics Engineering	1.6473	723	546	golf	594	512
1	772 m^2	0.9429	Vani	Computer Game Design	-0.514	-554	-310	football	476	876
4	958 m^2	0.7081	Michael	Computer Science	2.2229	845	11	baseball	-22	466
2	1025 m^2	0.5877	Reilly	Technology and Information Management	0.8869	181	1628	tennis	503	-27
0	-63 m^2	0.4426	Inan	Electrical Engineering, Biotechnology	1.7579	1956	-1211	track & field	835	718
4	858 m^2	-0.7638	Andrew	Computer Science	0.9938	1036	-586	golf	821	802
1	-580 m^2	1.7395	tONY	Statistics	0.6281	2798	1506	football	-210	1611
4	1337 m^2	-0.5374	Andrew	Computer Science	1.9738	1742	-660	baseball	2509	-48
3	268 m^2	0.2508	lise	Games and Playable Media, Bioengineering	1.7739	2390	284	motor sports	213	1453
2	887 m^2	0.5198	reilly	Technology and Information Management, Data Science	0.2812	886	1193	soccer	1217	-780
3	196 m^2	0.1222	Sam	Games and Playable Media, Bioengineering	1.1589	-123	566	basketball	936	240
1	1654 m^2	0.6832	Vani	Computer Game Design	0.3503	-693	335	Football	-651	-853
3	1164 m^2	-0.4387	Sam	Human Computer Interaction, Bioengineering, Games and Playable Media, Natural Language Processing	1.4142	405	115	motor sports	816	605
2	741 m^2	-0.6618	Reilly	Technology and Information Management, Data Science	0.4006	-390	1542	tennis	537	-18
2	1367 m^2	0.0858	Reilly	Technology and Information Management	0.7064	-2479	898	tennis	568	839
3	-426 m^2	-0.5548	Sam	Applied Mathematics, Human Computer Interaction, Games and Playable Media	0.6918	483	-1656	badminton	1528	1186
1	81 m^2	-0.591	Tony	Statistics	2.6302	-109	1822	football	1667	282
2	699 m^2	-0.2985	Reilly	Technology and Information Management, Computational Media	0.1323	-634	1950	tennis	1667	795
3	-435 m^2	0.5553	Sam	Applied Mathematics, Natural Language Processing	0.0457	435	504	motor sports	1729	-902
1	802 m^2	-0.3655	Eriq	Computer Game Design	0.9755	-1120	856	track & field	-1304	613
2	593 m^2	0.1099	Reilly	Computational Media	0.3891	-120	874	soccer	451	1357
4	413 m^2	-0.5641	Andrew	Robotics Engineering	1.1353	2933	-249	golf	1854	-912
4	2036 m^2	0.3499	?	Robotics Engineering	1.4452	-271	1037	golf	616	318
3	789 m^2	1.3173	Sam	Applied Mathematics, Human Computer Interaction, Games and Playable Media, Bioengineering	0.0719	2735	-9	ice hockey	1588	-378
3	108 m^2	-0.2057	Fabrice	Computer Game Design	0.8	-46	854	basketball	838	306
4	1303 m^2	1.0953	Chris	Computer Science	0.2223	610	1466	baseball	653	277
1	1455 m^2	0.1042	Michael	Statistics	0.5718	-2574	750	football	-206	1364
0	2068 m^2	0.3728	Inan	electrical engineering, computer engineering, bioinformatics	0.8217	1500	1521	running	-562	462
3	-1128 m^2	0.6172	Sam	Human Computer Interaction, Games and Playable Media, Applied Mathematics	0.2297	1332	98	badminton	374	-237
4	961 m^2	1.0782	Michael	Computer Science	0.0961	888	-127	golf	1056	1444
3	492 m^2	0.465	Sam	Statistics	0.6415	1482	1129	volleyball	1575	663
3	1076 m^2	1.3896	Sam	Human Computer Interaction, Applied Mathematics	1.7847	-937	-1590	ice hockey	-161	851
4	1166 m^2	-0.025	Chris	Robotics Engineering	0.7148	1732	688	football	1283	135
2	283 m^2	0.6727	reilly	Data Science, Computational Media	-0.9554	227	1297	soccer	755	1455
0	1213 m^2	-0.0877	Fabrice	Electrical Engineering, Bioinformatics, Biotechnology	1.1163	2154	511	running	1059	290
4	1170 m^2	0.628	Andrew	Electrical Engineering	2.3647	1058	-967	golf	1512	208
4	1215 m^2	-1.2704	Andrew	Computer Science	-0.1937	846	986	golf	1652	645
1	2634 m^2	0.272	Tony	Computer Game Design	-1.0126	-88	34	football	166	-1204
0	1714 m^2	1.0401	Inan	Biotechnology, Bioinformatics, Electrical Engineering	1.5724	1579	175	football	71	36
2	1278 m^2	0.2595	Reilly	Technology and Information Management, Data Science	-1.1619	-250	2122	tennis	166	706
0	1800 m^2	1.2877	Fabrice	Biotechnology, Bioinformatics	1.0457	1001	-522	track & field	-498	571
3	-236 m^2	0.3524	Lise	nATURAL lANGUAGE pROCESSING	-0.1481	103	-157	basketball	2107	1187
3	532 m^2	0.5034	Sam	Applied Mathematics, Natural Language Processing	0.9934	2227	242	basketball	2158	965
3	-1667 m^2	-0.7443	Lise	Games and Playable Media, Bioengineering, Human Computer Interaction, Applied Mathematics	0.3869	1842	-735	ice hockey	1507	1608
4	1355 m^2	-0.0883	Chris	Computer Science	0.654	172	215	golf	506	464
3	732 m^2	0.233	Lise	Human Computer Interaction	0.7109	1049	-1155	motor sports	600	-373
0	1471 m^2	0.5359	Fabrice	Biotechnology, Electrical Engineering, Computer Engineering	-0.1583	188	113	track & field	2	1621
4	1634 m^2	0.9046	Michael	Robotics Engineering	1.489	100	-1323	baseball	-37	77
0	-209 m^2	0.8775		Electrical Engineering, Bioinformatics, Biotechnology	0.2346	436	-289	track & field	524	860
2	1202 m^2	1.0994	Reilly	Data Science	0.9998	173	729	soccer	1417	231
2	1989 m^2	0.5474	Reilly	Computational Media	0.0707	208	450	tennis	1837	730
0	1571 m^2	0.5052	Inan	Electrical Engineering, Computer Engineering	0.6583	733	2213	running	-517	-325
3	-374 m^2	-0.4383	Lise	Natural Language Processing	0.7941	1263	678	volleyball	1045	2358
4	-443 m^2	-0.1417	Andrew	Computer Science	1.5501	-74	167		1384	53
2	2438 m^2	1.0541	Reilly	Computational Media	-0.6905	-909	849	tennis	1494	-939
0	85 m^2	0.1465	Inan	bIOTECHNOLOGY, cOMPUTER eNGINEERING, bIOINFORMATICS	-0.8523	1111	-35	RUNNING	-332	816
4	-532 m^2	0.2159	Michael	Computer Science	0.6799	944	750	golf	202	983
3	-637 m^2	0.1308	Sam	Applied Mathematics, Human Computer Interaction	2.6861	1757	-469	ice hockey	1039	1735
1	-24 m^2	-0.2461	Tony	Computer Game Design	0.092	43	897	football	988	-412
4	-1476 m^2	0.0804	Andrew	Robotics Engineering	1.0784	363	343	golf	-906	705
3	335 m^2	0.9069	Sam	Bioengineering, Natural Language Processing	-0.7914	-461	1517	ice hockey	827	945
2	1027 m^2	0.4737	Reilly	COMPUTATIONAL MEDIA, DATA SCIENCE	0.0959	-633	679	soccer	1280	1552
2	1294 m^2	0.2919	Reilly	tECHNOLOGY AND iNFORMATION mANAGEMENT	-0.5255	911	286	soccer	1370	-1178
2	1767 m^2	-0.0576	Reilly	Technology and Information Management, Computational Media	0.7843	-51	1368	tennis	-722	1248
3	1415 m^2	-0.045	Sam	Human Computer Interaction, Bioengineering, Applied Mathematics	0.5315	1177	-17	basketball	2963	1673
2	798 m^2	0.3154	Reilly	Data Science	-1.0651	1217	193	Tennis	638	2379
1	742 m^2	1.0105	Eriq	Computer Game Design	-0.2544	614	-212	football	1389	None
3	748 m^2	0.9219	Sam	Natural Language Processing	-0.442	377	-341	tennis	1765	-86
3	406 m^2	-1.4506	Lise	Biotechnology, Bioinformatics	0.8948	27	-225	badminton	2063	625
0	2195 m^2	0.5363	Inan	Bioinformatics, Biotechnology, Electrical Engineering	1.729	966	128	running	262	972
2	1566 m^2	-0.4491	Reilly	Computational Media, Technology and Information Management	0.0942	-270	1679	soccer	778	601
1	471 m^2	0.9225	Eriq	Statistics	-0.6461	665	339	football	1195	1150
4	?	-0.0081	Chris	Robotics Engineering	0.9123	-33	1143	tennis	-1098	590
4	43 m^2	0.7172	Andrew	Computer Science	1.6926	-78	-107	golf	584	1328
0	189 m^2	0.7961	Inan	Computer Engineering	-0.9146	1775	802	track & field	58	2154
1	652 m^2		Tony	Computer Game Design	-0.068	2137	388	football	-223	-176
1	574 m^2	0.1529	Tony	Computer Game Design	-0.0221	-244	1728	football	778	1502
4	1907 m^2	-0.723	Michael	Robotics Engineering	1.7107	995	1435	golf	1533	-237
3	461 m^2	0.8919	Sam	Games and Playable Media, Bioengineering, Human Computer Interaction	1.2021	980	797	basketball	656	57
1	1687 m^2	1.2278	Tony	Computer Game Design	-0.6523	-1677	1593	None	-204	446
0	397 m^2	-1.1952	Fabrice	bioinformatics	0.8376	973	1593	running	-295	-382
3	-588 m^2	0.5602	Lise	Natural Language Processing, Applied Mathematics, Games and Playable Media, Bioengineering	0.2454	686	-1016	ice hockey	1902	-5
0	-453 m^2	-0.1894	Inan	Computer Engineering, Bioinformatics, Biotechnology	1.0562	289	-596	track & field	-250	380
1	1909 m^2	-0.4183	Eriq	Computer Game Design	1.2596	-719	2274	football	111	-467
3	268 m^2	-0.9209	Sam	Applied Mathematics, Bioengineering, Human Computer Interaction, Games and Playable Media	0.7412	-1084	-871	ice hockey	2359	853
2	1191 m^2	0.3294	Reilly	Statistics	-1.0258	1373	1143	SOCCER	803	1842
3	309 m^2	0.8956	Lise	Technology and Information Management	-0.1638	2335	459	boxing	788	1624
4	639 m^2	0.3751	Chris	Robotics Engineering	1.8914	-867	-955	baseball	380	1340
3	-240 m^2	-0.1787	Vani	Technology and Information Management	1.503	-886	169	volleyball	2220	198
2	2286 m^2	0.0739	TONY	Data Science	-0.2157	-384	-75	soccer	-16	-669
4	326 m^2	1.6467	Chris	Computer Science	0.9037	405	-118	golf	2039	1897
4	1241 m^2	-0.296	Michael	Computer Science	1.1425	-1076	404	ice hockey	2110	458
1	1648 m^2	0.9921	Tony	Computer Game Design	-0.6167	-799	1927	football	None	-93
3	1143 m^2	-0.0814	Sam	Human Computer Interaction, Bioengineering	-0.1785	426	354	badminton	70	1679
3	1100 m^2	0.8659	Lise	Games and Playable Media	1.0421	-81	38	badminton	742	1355
4	1539 m^2	-0.3876	Chris	Computer Science	1.1745	1692	769	baseball	1176	85
3	1317 m^2	1.1482	Sam	Applied Mathematics, Natural Language Processing, Human Computer Interaction	2.3173	705	857	basketball	1559	1927
4	226 m^2	-0.1212	Andrew	Robotics Engineering	1.2357	1540	273	golf	636	-386
3	2058 m^2	-0.0535	Sam	Applied Mathematics, Natural Language Processing	0.4989	948	642	motor sports	2023	483
2	765 m^2	0.2359	Reilly	Computational Media, Technology and Information Management	0.3217	1511	1491	tennis	-31	1175
1	1953 m^2	-0.5283	Eriq	Technology and Information Management, Data Science	1.2132	8	627	football	-359	-202
3	1206 m^2	-1.3645	Sam	Human Computer Interaction	1.3428	388	-437	volleyball	1136	3037
2	2183 m^2	0.828	Reilly	Technology and Information Management	0.9896	2	1313	tennis	262	-1005
4	1435 m^2	-0.1106	Andrew	Statistics	2.3682	1270	430	baseball	83	428
4	2371 m^2	-0.0172	Michael	Statistics	1.1697	1263	-402	golf	1048	-352
2	297 m^2	0.4113	Reilly	Technology and Information Management	1.1015	-943	572	soccer	1237	733
0	-197 m^2	-0.712	Inan	Bioengineering	0.9085	368	1004	running	-203	437
1	1277 m^2	-0.8183	Eriq	Statistics	0.1179	1385	1640	football	1515	168
0	499 m^2	0.1481	Inan	Computer Game Design	0.3975	-226	411	track & field	-652	884
3	35 m^2	0.2283	Lise	Natural Language Processing, Human Computer Interaction, Applied Mathematics, Bioengineering	1.6806	236	-518	motor sports	1642	521
2	-135 m^2	0.7074	Reilly	Technology and Information Management, Data Science	-1.0434	1873	1336	soccer	1662	-16
4	1811 m^2	-0.1035	aNDREW	Robotics Engineering	0.7789	-1174	441	golf	2762	1482
3	1055 m^2	-0.2747	Sam	Applied Mathematics	1.4148	1749	1460	badminton	170	1907
1	448 m^2	0.7833	Vani	Statistics	0.6272	1728	1335	football	1133	148
1	2341 m^2	0.6576	Eriq	Statistics	0.3667	812	780	football	135	182
3	-1028 m^2	1.6245	Lise	Applied Mathematics, Games and Playable Media, Natural Language Processing	3.0515	667	719	boxing	-17	24
0	2439 m^2	0.3393	Inan	Electrical Engineering, Bioinformatics	1.5148	NULL	445	running	45	3112
4	308 m^2	0.9331	Michael	Computer Science	1.6768	1661	1801	baseball	-358	818
